category,sub_category,name,sku,short_description,long_description,product_spcecification,in_stock,slug,material_type,price
Home Decor,Clocks,Royal and Elegant Handcrafted  Wooden Wall Clock,KWC598,"Clocks play a very important role in everyone's home and their daily lives. Our Blue, red, Green & brown Royal, and Elegant Flower design Decorative Papier-Mache Wooden Handcrafted Wall Clock is the best papier mache wall clock that you can have a hold of, which comes in Blue, red, green, and brown colors.","Clocks play a very important role in everyone's home and their daily lives. Our Blue, red, Green & brown Royal, and Elegant Flower design Decorative Papier-Mache Wooden Handcrafted Wall Clock is the best papier mache wall clock that you can have a hold of, which comes in Blue, red, green, and brown colors. This clock runs on the power of 1 cell. Crafted from high-quality Wood and papier-mache material, this clock is designed to last long and is easy to clean and maintain. This also stands as a great gift option for your friends and family at several events.",,TRUE,royal-elegant-handcrafted-wooden-wall-clock,Paper-Mache and Wood,1199
